ConfigRuleName,ConfigRuleDescription,ConfigRuleParentname,ConfigRuleChildrenNeeded,ConfigRuleQuestion,ConfigRuleOptional,ConfigRuleSelected,ConfigRuleParseOrder,ConfigRuleVersion,ConfigRuleContext,ConfigRuleInstance,ConfigRuleType,ConfigRuleMatch,ConfigRuleImportance,ConfigRuleReason,ConfigRuleDiscussion,ConfigRuleCallout,ConfigRuleFix
1.3.1.6 - Require Fragment Chain Fragmentation Checks,Verify the device is configured to prevent fragmented packets on external or high risk interfaces.,1.3.1 - Attack Guards,,Disable fragment reassembly on all external or high risk interfaces,yes,no,108,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,^fragment chain 1 outside,7,"By default, the device accepts up to 24 packet fragments to reconstruct a full IP packet. Disabling fragmentation minimizes the amount of resources the device consumes attempting to reassemble fragmented packets. An attacker could potentially submit a large number of packet fragments to cause a fragmentation denial-of-service (DoS) attack.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.",,<code>asa(config)#<cmd>fragment chain 1 outside</cmd></code>
1.3.1.7 - Require Protocol Inspection,Verify traffic inspection is enabled for commonly attacked protocols.,1.3.1 - Attack Guards,,"Configure fixup traffic inspection for commonly attacked protocols; FTP, HTTP, ESMTP.",no,yes,109,(ASA Version [6][.][0-9][(]*[0-9]*[)]*[0-9]*\s|FWSM Version [12][.][0-9][(]*[0-9]*[)]*[0-9]*\s),ASAGlobal,,Required,inspect (ftp|http|esmtp),3,"Protocol inspection ensures that only legitimate requests are permitted and protects against specific attacks and other threats that may be associated with the configured protocol. Traffic inspection is performed on for all traffic matching, both inbound and outbound, matching the enabled protocol(s). Changes to the default port associated with a particular protocol can be made if required.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.",,<code>pix(config)#<cmd>inspect {ftp|http|esmtp}</cmd></code>
1.3.1.8 - Require Object Groups to Simplify Access Control Entries,Verify the device is configured to utilize object groups to simplify security policy rules.,1.3.1 - Attack Guards,,Configure object groups for access control entries.,yes,yes,110,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,object-group (protocol|network|service),3,"Object groups can greatly simplify policy enforcement through access control lists, by grouping services, networks, protocols,and ICMP type’s into reusable components for access control entries. In addition, the use of object groups with access control entries makesfirewall rules easier to troubleshoot and audit.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.",,<code>asa(config)#<cmd>object-group {protocol|network|service}</cmd></code>
1.3.2.1 - Forbid External Source Addresses on Outbound Traffic,Verify outbound traffic from your network includes only valid internal source addresses.,1.3.2 - Border Device Filtering,"INSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,INSIDE_INTERFACE",,no,yes,111,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (INSIDE |\S+)\s*\S* permit (ip|tcp|udp) object-group (INTERNAL-NETWORKS|\S+) \S+,10,"You can prevent users from spoofing other networks by ensuring that any outbound traffic from your network uses only source IP addresses that are in your organization's IP addresses range. Your ISP can also implement this type of filtering, which is collectively referred to as RFC 2827 filtering. This filtering denies any traffic that does not have the source address that was expected on a particular interface.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.RFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingConfigRuleQuestion:Limit outbound traffic to valid internal source addresses",,<code>asa(config)# <cmd>access-list <param>$(INSIDE_ACL_NAME)</param> permit { protocol } <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any</cmd></code><code>asa(config)# <cmd>access-group <param>$(INSIDE_ACL_NAME)</param> in interface <param>$(INSIDE_INTERFACE)</param></cmd></code>
1.3.2.4 - Require Explicit Deny Any in ACLs,Verify device ACLs include an explicit deny ip any any entry at the end of the ACL.,1.3.2 - Border Device Filtering,,,yes,yes,114,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,^access-list \S+\s*\S* deny ip any any log,10,"Configuring an explicit deny entry, with log option, at the end of access control lists enables monitoring and troubleshooting traffic flows that are have been denied. Logging these events can provide an effective record to troubleshoot issues and attacks.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.ConfigRuleQuestion:Verify device ACLs include an explicit deny ip any any entry at the end of the ACL",,<code>asa(config)# <cmd>access-list { access-list_name } deny ip any any log</cmd></code> <code>asa(config)# <cmd>access-group { access-list_name } in interface { interface_name }</cmd></code>
1.3.3.1 - Require Unicast Reverse-Path Forwarding,Verify unicast reverse-path forwarding (RPF) is enabled on all external or high risk interfaces.,1.3.3 - Routing Rules,OUTSIDE_INTERFACE,,no,yes,115,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,ip verify reverse-path interface \w+,10,"Verifying the source address of IP traffic against routing rules reduces the possibility that an attacker can spoof the source of an attack. A number of attacks methods rely on falsifying the traffic source to create a denial-of-service (DoS) or make it harder to trace the source of an attack. When enabled, the device checks the source address of the packet against the interface through which the packet arrived. Packets are dropped if the device determines, by verifying routing tables, there is no feasible path through the interface for the source address. Enabling reverse-path verification in environments with asymmetric routes can adversely affect network traffic.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.ConfigRuleQuestion:Verify unicast reverse-path forwarding (RPF) is enabled on all external or high risk interfaces",,<code>asa(config)# <cmd>ip verify reverse-path interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
1.3.4.1 - Require EIGRP Authentication if Protocol is Used,"Verify enhanced interior gateway routing protocol (EIGRP) authentication is enabled, if routing protocol is used, where feasible.",1.3.4 - Neighbor Authentication,,,yes,no,116,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,authentication mode eigrp \S+ md5,10,"Verifying routing update packets using neighbor authentication reduces the possibility of the device receiving false route updates thatcould potentially allow an attacker to corrupt route tables, compromise network availability, or redirect network traffic.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.ConfigRuleQuestion:Configure EIGRP neighbor authentication where feasible.",,<code>asa(config)# <cmd>authentication mode eigrp {as-num} md5</cmd></code> <code>asa(config)# <cmd>authentication key eigrp {as-num} {key} key-id {key-id}</cmd></code>
1.3.4.2 - Require OSPF Authentication if Protocol is Used,"Verify enhanced interior gateway routing protocol (OSPF) authentication is enabled, if routing protocol is used, where feasible.",1.3.4 - Neighbor Authentication,,,yes,no,117,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,ospf authentication,10,"Verifying routing update packets using neighbor authentication reduces the possibility of the device receiving false route updates thatcould potentially allow an attacker to corrupt route tables, compromise network availability, or redirect network traffic.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.ConfigRuleQuestion:Configure OSPF neighbor authentication where feasible.",,<code>asa(config)# <cmd>ospf authenication {message-digest|null}/cmd></code> <code>asa(config)# <cmd>ospf message-digest-key {key_id} md5 {key}</cmd></code>
1.3.4.3 - Require RIPv2 Authentication if Protocol is Used,"Verify enhanced interior gateway routing protocol RIP version two authentication is enabled, if routing protocol is used, where feasible.",1.3.4 - Neighbor Authentication,,,yes,no,118,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,rip authentication mode,10,"Verifying routing update packets using neighbor authentication reduces the possibility of the device receiving false route updates thatcould potentially allow an attacker to corrupt route tables, compromise network availability, or redirect network traffic.","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.ConfigRuleQuestion:Configure RIPv2 neighbor authentication where feasible.",,<code>asa(config)# <cmd>rip authenication mode {text|md5}/cmd></code> <code>asa(config)# <cmd>rip authentication key {key} key-id {key-id}</cmd></code>
1.3.2.2 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,1.3.2 - Border Device Filtering,"OUTSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,OUTSIDE_INTERFACE",Configure anti-spoofing ACL,no,yes,112,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (OUTSIDE|\S+)\s*\S* deny ip (INTERNAL-NETWORKS|\S+) any log ,10,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address SpoofingNSA Router Security Configuration GuideCisco Guide to Harden Cisco IOS DevicesRFC 3704 - Ingress Filtering for Multi-homed Networks (Updates RFC 2827)RFC 3300 - Special-Use IPv4 AddressesRFC 3171 - IANA Guidelines for IPv4 Multicast Address AssignmentsRFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingRFC 1918 - Address Allocation for Private Internets",,<code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 127.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 10.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 0.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 172.16.0.0 255.240.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.168.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.0.2.0 255.255.255.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 169.254.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 224.0.0.0 224.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip host 255.255.255.255 any log</cmd></code> <code>asa(config)# <cmd>access-group <param>$(OUTSIDE_ACL_NAME)</param> in interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
1.3.2.2 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,1.3.2 - Border Device Filtering,"OUTSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,OUTSIDE_INTERFACE",Configure anti-spoofing ACL,no,yes,112,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (OUTSIDE|\S+)\s*\S* deny ip 127.0.0.0 255.0.0.0 any log ,10,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address SpoofingNSA Router Security Configuration GuideCisco Guide to Harden Cisco IOS DevicesRFC 3704 - Ingress Filtering for Multi-homed Networks (Updates RFC 2827)RFC 3300 - Special-Use IPv4 AddressesRFC 3171 - IANA Guidelines for IPv4 Multicast Address AssignmentsRFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingRFC 1918 - Address Allocation for Private Internets",,<code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 127.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 10.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 0.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 172.16.0.0 255.240.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.168.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.0.2.0 255.255.255.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 169.254.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 224.0.0.0 224.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip host 255.255.255.255 any log</cmd></code> <code>asa(config)# <cmd>access-group <param>$(OUTSIDE_ACL_NAME)</param> in interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
1.3.2.2 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,1.3.2 - Border Device Filtering,"OUTSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,OUTSIDE_INTERFACE",Configure anti-spoofing ACL,no,yes,112,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (OUTSIDE|\S+)\s*\S* deny ip 10.0.0.0 255.0.0.0 any log ,10,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address SpoofingNSA Router Security Configuration GuideCisco Guide to Harden Cisco IOS DevicesRFC 3704 - Ingress Filtering for Multi-homed Networks (Updates RFC 2827)RFC 3300 - Special-Use IPv4 AddressesRFC 3171 - IANA Guidelines for IPv4 Multicast Address AssignmentsRFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingRFC 1918 - Address Allocation for Private Internets",,<code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 127.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 10.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 0.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 172.16.0.0 255.240.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.168.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.0.2.0 255.255.255.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 169.254.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 224.0.0.0 224.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip host 255.255.255.255 any log</cmd></code> <code>asa(config)# <cmd>access-group <param>$(OUTSIDE_ACL_NAME)</param> in interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
1.3.2.2 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,1.3.2 - Border Device Filtering,"OUTSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,OUTSIDE_INTERFACE",Configure anti-spoofing ACL,no,yes,112,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (OUTSIDE|\S+)\s*\S* deny ip 0.0.0.0 255.0.0.0 any log ,10,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address SpoofingNSA Router Security Configuration GuideCisco Guide to Harden Cisco IOS DevicesRFC 3704 - Ingress Filtering for Multi-homed Networks (Updates RFC 2827)RFC 3300 - Special-Use IPv4 AddressesRFC 3171 - IANA Guidelines for IPv4 Multicast Address AssignmentsRFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingRFC 1918 - Address Allocation for Private Internets",,<code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 127.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 10.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 0.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 172.16.0.0 255.240.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.168.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.0.2.0 255.255.255.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 169.254.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 224.0.0.0 224.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip host 255.255.255.255 any log</cmd></code> <code>asa(config)# <cmd>access-group <param>$(OUTSIDE_ACL_NAME)</param> in interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
1.3.2.2 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,1.3.2 - Border Device Filtering,"OUTSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,OUTSIDE_INTERFACE",Configure anti-spoofing ACL,no,yes,112,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (OUTSIDE|\S+)\s*\S* deny ip 172.16.0.0 255.240.0.0 any log ,10,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address SpoofingNSA Router Security Configuration GuideCisco Guide to Harden Cisco IOS DevicesRFC 3704 - Ingress Filtering for Multi-homed Networks (Updates RFC 2827)RFC 3300 - Special-Use IPv4 AddressesRFC 3171 - IANA Guidelines for IPv4 Multicast Address AssignmentsRFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingRFC 1918 - Address Allocation for Private Internets",,<code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 127.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 10.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 0.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 172.16.0.0 255.240.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.168.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.0.2.0 255.255.255.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 169.254.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 224.0.0.0 224.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip host 255.255.255.255 any log</cmd></code> <code>asa(config)# <cmd>access-group <param>$(OUTSIDE_ACL_NAME)</param> in interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
1.3.2.2 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,1.3.2 - Border Device Filtering,"OUTSIDE_ACL_NAME,INTERNAL_NETWORK_OBJECT_GROUP,OUTSIDE_INTERFACE",Configure anti-spoofing ACL,no,yes,112,(((PIX|ASA) Version [678][.][0-9][(]*[0-9]*[)]*[0-9]*\s)|FWSM Version [1234][.][0-9][(]*[0-9]*[)]*[0-9]*\s)(?!\<system>),ASAGlobal,,Required,access-list (OUTSIDE|\S+)\s*\S* deny ip 192.168.0.0 255.255.0.0 any log ,10,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","See: ASA 5500 Series Configuration Guide using the CLI 8.2, and CIS Cisco ASA, FWSM, and PIX Benchmark v.2.0.0.Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address SpoofingNSA Router Security Configuration GuideCisco Guide to Harden Cisco IOS DevicesRFC 3704 - Ingress Filtering for Multi-homed Networks (Updates RFC 2827)RFC 3300 - Special-Use IPv4 AddressesRFC 3171 - IANA Guidelines for IPv4 Multicast Address AssignmentsRFC 2827 - Network Ingress Filtering: Defeating Denial of Service Attacks whichemploy IP Source Address SpoofingRFC 1918 - Address Allocation for Private Internets",,<code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip <param>$(INTERNAL_NETWORK_OBJECT_GROUP)</param> any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 127.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 10.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 0.0.0.0 255.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 172.16.0.0 255.240.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.168.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 192.0.2.0 255.255.255.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 169.254.0.0 255.255.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip 224.0.0.0 224.0.0.0 any log</cmd></code> <code>asa(config)# <cmd>access-list <param>$(OUTSIDE_ACL_NAME)</param> deny ip host 255.255.255.255 any log</cmd></code> <code>asa(config)# <cmd>access-group <param>$(OUTSIDE_ACL_NAME)</param> in interface <param>$(OUTSIDE_INTERFACE)</param></cmd></code>
