ConfigRuleName,ConfigRuleDescription,ConfigRuleParentname,ConfigRuleChildrenNeeded,ConfigRuleQuestion,ConfigRuleOptional,ConfigRuleSelected,ConfigRuleParseOrder,ConfigRuleVersion,ConfigRuleContext,ConfigRuleInstance,ConfigRuleType,ConfigRuleMatch,ConfigRuleImportance,Severity,ConfigRuleReason,ConfigRuleDiscussion,ConfigRuleCallout,ConfigRuleFix
1.1.1.1 - Require AAA Service,"Verify centralized authentication, authorization and accounting (AAA) service (new-model) is enabled.","1.1.1 - Local AAA Rules,1.1.1.3 - Require AAA Authentication for Enable Mode,1.1.1.4 - Require AAA Authentication for Local Console and VTY Lines,1.1.1.2 - Require AAA Authentication for Login",,"Globally enable authentication, authorization and accounting (AAA) using new-model command",no,yes,38,version 1[0125]\.*,IOSGlobal,,Required,aaa new-model,10,High,"Authentication, authorization and accounting (AAA) systems provide an authoritative source for managing and monitoring access for devices. Centralizing control improves consistency of access control, the services that may be accessed once authenticated and accountability by tracking services accessed. Additionally, centralizing access control simplifies and reduces administrative costs of account provisioning and de-provisioning, especially when managing a large number of devices.","Cisco IOS Security Configuration Guide: Securing User Services, Release 15.0 Cisco IOS Security Command Reference, Release 15.0, and NSA Router Security Configuration Guide.",,<code>router(config)# <cmd>aaa new-model</cmd></code>
1.1.1.2 - Require AAA Authentication for Login,"Verify authentication, authorization and accounting (AAA) method(s) configuration for case-sensitive, local user login authentication.",1.1.1 - Local AAA Rules,1.1.1.1 - Require AAA Service,Configure AAA authentication method(s) for login authentication,no,no,39,version 1[0125]\.*,IOSGlobal,,Required,aaa authentication login default local,10,High,"Authentication, authorization and accounting (AAA) systems provide an authoritative source for managing and monitoring access for devices. Centralizing control improves consistency of access control, the services that may be accessed once authenticated and accountability by tracking services accessed. Additionally, centralizing access control simplifies and reduces administrative costs of account provisioning and de-provisioning, especially when managing a large number of devices.","ConfigRuleDiscussion:Cisco IOS Security Configuration Guide: Securing User Services, Release 15.0 Cisco IOS Security Command Reference, Release 15.0, and NSA Router Security Configuration Guide.",,<code>router(config)# <cmd>aaa authentication login <param>$(AAA_LIST_NAME)</param> local</cmd></code>
1.1.1.3 - Require AAA Authentication for Enable Mode,"Verify authentication, authorization and accounting (AAA) method(s) for enable mode authentication.",1.1.1 - Local AAA Rules,1.1.1.1 - Require AAA Service,Configure AAA authentication method(s) for enable authentication,yes,no,40,version 1[0125]\.*,IOSGlobal,,Required,aaa authentication enable default \S+ enable,10,High,"Authentication, authorization and accounting (AAA) systems provide an authoritative source for managing and monitoring access for devices. Centralizing control improves consistency of access control, the services that may be accessed once authenticated and accountability by tracking services accessed. Additionally, centralizing access control simplifies and reduces administrative costs of account provisioning and de-provisioning, especially when managing a large number of devices.",Cisco IOS Security Command Reference and NSA Router Security Configuration Guide,,<code>router(config)# <cmd>aaa authentication enable <param>$(AAA_LIST_NAME)</param> enable</cmd></code>
1.1.1.4 - Require AAA Authentication for Local Console and VTY Lines,"Verify configurations for all management lines require login using the default or a named authentication, authorization and accounting (AAA) method list. If selected, this rule applies for both local and network AAA.",1.1.1 - Local AAA Rules,1.1.1.1 - Require AAA Service,Configure management lines to require login using the default or a named AAA authentication list,yes,no,41,version 1[0125]\.*,IOSGlobal,,Required,login authentication (default|default),10,High,"Using AAA authentication for line access to the device provides consistent, centralized control of your network. The default under AAA (local or network) is to require users to log in using a valid user name and password. This rule applies for both local and network AAA. If a named AAA authentication list, other than default, is required then authentication must be configured explicitly on each IOS line.","Cisco IOS Security Command Reference, NSA Router Security Configuration Guide, and Cisco AutoSecure",,<code>router(config)# <cmd>line { aux | console | tty | vty } { line-number } [ ending-line-number ]</cmd> router(config-line)# <cmd>login authentication { default | aaa_list_name }</cmd></code>
1.1.2.5 - Require VTY ACL per line,Verify that the required VTY access control list (ACL) exists to restrict inbound management sessions for all VTY lines.,1.1.2 - Access Rules,,Configure the VTY ACL that will be used to restrict management access to the device,no,yes,46,version 1[0125]\.*,IOSLine,vty,Required,access-class \d+ in,10,High,"VTY ACLs control what addresses may attempt to log in to your router. Configuring VTY lines to use an ACL, restricts the sources a user can manage the device from. You should limit the specific host(s) and or network(s) authorized to connect to and configure the device, via an approved protocol, to those individuals or systems authorized to administrate the device. Example, you could limit access to specify hosts, so that your network managers can configure the devices only by using specific network management workstations. Make sure you configure all VTY lines to use the same ACL.","Cisco IOS Security Command Reference, Release 15.0M and NSA Router Security Configuration Guide",,<code><cmd>router(config)#access-class {vty_acl_number} in</cmd></code>
1.1.2.6 - Require VTY ACL which would specify the terminals that could have SSH access,Verify that management access to the device is restricted to appropriate management subnets.,1.1.2 - Access Rules,,Configure remote management access control restrictions for all VTY lines.,no,yes,47,version 1[0125]\.*,IOSGlobal,,Required,access-list \d+ permit tcp host \d+\.\d+\.\d+\.\d+ any eq 22,10,High,Configuring access control to restrict remote access to those systems authorized to manage the device prevents unauthorized users from accessing the system.,"Cisco IOS Security Command Reference, Release 15.0M and NSA Router Security Configuration Guide",,<code><cmd>router(config)#access-list {vty_acl_number} permit tcp host{NMS Mgt Server} any eq 22</cmd><code>
1.1.2.8 - Forbid VTY ACL that permits telnet access,Verify that management access to the device is restricted to only ssh.,1.1.2 - Access Rules,,Configure remote management access control restrictions for all VTY lines.,no,yes,163,version 1[0125]\.*,IOSGlobal,,Forbidden,^access-list \d+ permit tcp host \d+\.\d+\.\d+\.\d+ any eq telnet,10,High,Configuring access control to restrict remote access to those systems authorized to manage the device prevents unauthorized users from accessing the system.,"Cisco IOS Security Command Reference, Release 15.0M and NSA Router Security Configuration Guide",,<code><cmd>router(config)#access-list {vty_acl_number} permit tcp host{NMS Mgt Server} any eq 22</cmd><code>
1.1.4.1 - Require Enable Secret,Verify an enable secret password is defined using strong encryption to protect access to privileged EXEC mode (enable mode) which is used to configure the device.,1.1.4 - Password Rules,,Configure a strong enable secret password,no,yes,51,version 1[125]\.*,IOSGlobal,,Required,enable secret \d \S+,10,High,"Requiring enable secret setting protects privileged EXEC mode. By default, a strong password is not required, a user can just press the Enter key at the Password prompt to start privileged mode. The enable password command causes the device to enforce use of a password to access privileged mode. Enable secrets use a strong, one-way cryptographic hash (MD5). This is preferred to enable passwords that use a weak, well-known and reversible encryption algorithm.","Cisco IOS Security Command Reference, Release 15.0M and NSA Router Security Configuration Guide",,<code><cmd>hostname(config)#enable secret 5</cmd></code>
1.1.5.1 - Forbid SNMP Read and Write Access,"If not in use, disable simple network management protocol (SNMP), read and write access.",1.1.5 - SNMP Rules,,Disable SNMP read and write access if not in used to monitor and/or manage device.,no,no,55,version 1[125]\.*,IOSGlobal,,Forbidden,snmp-server community.*,10,High,SNMP read access allows remote monitoring and management of the device.,"Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#no snmp-server</cmd></code>
1.1.5.2 - Forbid SNMP Community String private,Verify configuration does not contain default simple network management protocol (SNMP) community strings. The configuration cannot include snmp-server community commands with prohibited community strings.,1.1.5 - SNMP Rules,,Disable the default SNMP community string “private”,no,yes,56,version 1[125]\.*,IOSGlobal,,Forbidden,snmp-server community private,10,High,"The default community string ""private"" is wellknown. Using easy to guess, well known community string poses a threat that an attacker can effortlessly gain unauthorized acc ess to the device.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#no snmp-server community {private}</cmd></code>
1.1.5.3 - Forbid SNMP Community String public,Verify configuration does not contain default simple network management protocol (SNMP) community strings. The configuration cannot include snmp-server community commands with prohibited community strings.,1.1.5 - SNMP Rules,,Disable default or prohibited SNMP community strings,no,yes,57,version 1[125]\.*,IOSGlobal,,Forbidden,snmp-server community public,10,High,"The default community string ""public"" is well known. Using easy to guess, well known community string poses a threat that an attacker can effortlessly gain unauthorized access to the device.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>code><cmd>hostname(config)#no snmp-server community {public}</cmd></code>
1.1.5.4 - Forbid SNMP Write Access,"Unless absolutely necessary, verify the device does not allow simple network management protocol (SNMP) write access.",1.1.5 - SNMP Rules,,Disable SNMP read and write access if not in used to monitor and or manage device,no,no,58,version 1[125]\.*,IOSGlobal,,Forbidden,snmp-server community.*RW,10,High,"Enabling SNMP read-write enables remote (mis)management of the device. ConfigRuleDiscussion:Center for Internet Security Gold Standard Benchmark for Cisco IOS Version 2.1, NSA Router Security Configuration Guide, Improving Security on Cisco Routers.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#no snmp-server community {write_community_string}</cmd></code>
1.1.5.5 - Forbid SNMP without ACL,Verify all simple network management protocol (SNMP) access is restricted using an access control list (ACL.),1.1.5 - SNMP Rules,SNMP_ACL_NUMBER,Configure authorized SNMP community string and restrict access to authorized management systems.,no,yes,59,version 1[125]\.*,IOSGlobal,,Forbidden,snmp-server community.*(RW|RO)$,10,High,"If ACLs are not applied, then anyone with a valid SNMP community string can potentially monitor and manage the router. An ACL should be defined and applied for all SNMP access to limit access to a small number of authorized management stations segmented in a trusted management zone.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#snmp-server community {community_string} {ro | rw} {snmp_access-list_number}</cmd></code>
1.1.5.6 - Require a Defined SNMP ACL,Verify a defined simple network management protocol (SNMP) access control list (ACL) exists with rules for restricting SNMP access to the device.,1.1.5 - SNMP Rules,"SNMP_ACL_NUMBER,SNMP_ACL_BLOCK_WITH_MASK",Configure SNMP ACL for restricting access to the device from authorized management stations segmented in a trusted management zone,no,yes,60,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [0-9]?[0-9] permit .*,10,High,"SNMP ACLs control what addresses are authorized to manage and monitor the device via SNMP. If ACLs are not applied, then anyone with a valid SNMP community string may monitor and manage the router. An ACL should be defined and applied for all SNMP community strings to limit access to a small number of authorized management stations segmented in a trusted management zone.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#access-list {snmp_access-list_number}permit {snmp_access-list} </cmd></code>
1.1.5.7 - Forbid SNMP Traps,Verify the device is not configured to send SNMP traps.,1.1.5 - SNMP Rules,,Disable SNMP traps.,yes,no,61,version 1[0125]\.*,IOSGlobal,.*,Required,no snmp-server enable traps \S+,10,High,SNMP has the ability to submit traps.,"Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#no snmp-server enable traps [notification-type]</cmd></code>
1.1.5.8 - Require SNMP Trap Server When Using SNMP,Verify the device is configured to submit SNMP traps only to authorized systems required to manage the device.,1.1.5 - SNMP Rules,,Configure authorized SNMP trap community string and restrict sending messages to authorized management systems.,yes,yes,62,version 1[0125]\.*,IOSGlobal,.*,Required,snmp-server host \S+,10,High,"If SNMP is enabled for device management and device alerts are required, then ensure the device is configured to submit traps to authorize management systems.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#snmp-server host {ip_address} {trap_community_string} snmp</cmd></code>
1.1.5.9 - Allow SNMP Traps on When SNMP Trap Server Defined,Allow sending SNMP traps on start and linkup/down status.,1.1.5 - SNMP Rules,,Allow sending SNMP traps on start and linkup/down status,yes,yes,63,version 1[0125]\.*,IOSGlobal,.*,Required,snmp-server enable traps snmp linkdown linkup coldstart warmstart,10,High,SNMP has the ability to submit traps.,"Cisco IOS Network Management Command Reference, Release 15.0M",,<code><cmd>snmp-server enable traps snmp linkdown linkup coldstart warmstart</cmd></code>
1.1.5.10 - Require Group for SNMPv3 Access,Do not allow plaintext SNMPv3 access.,1.1.5 - SNMP Rules,,For each SNMPv3 group created on your router add privacy options by issuing the following command.,no,no,64,version 1[0125]\.*,IOSGlobal,.*,Required,snmp-server group \S+ v3 priv,10,High,"SNMPv3 provides much improved security over previous versions by offering options for Authentication and Encryption of messages. When configuring a user for SNMPv3 you have the option of using a range of encryption schemes,or no encryption at all,to protect messages in transit. AES128 is the minimum strength encryption method that should be deployed.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#snmp-server group <group_name> v3 priv</cmd></code>
1.1.5.11 - Require AES128 or Better Encryption for SNMPv3 Access,Do not allow plaintext SNMPv3 access.,1.1.5 - SNMP Rules,,For each SNMPv3 user created on your router add privacy options by issuing the following command.,no,no,65,version 1[0125]\.*,IOSGlobal,.*,Required,snmp-server user \S+ v3 auth sha \S+ priv aes 256 \S+,10,High,"SNMPv3 provides much improved security over previous versions by offering options for Authentication and Encryption of messages. When configuring a user for SNMPv3 you have the option of using a range of encryption schemes,or no encryption at all,to protect messages in transit. AES128 is the minimum strength encryption method that should be deployed.","Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>snmp-server user <user_name> <group_name> v3 auth sha<auth_password> priv aes 256 <priv_password> <acl_name_or_number></cmd></code>
1.1.5.12 - Configure atleast one trap source for SNMP,Atleast one trap source must be set.,1.1.5 - SNMP Rules,,set trap source for SNMP.,no,yes,164,version 1[0125]\.*,IOSGlobal,.*,Required,snmp-server trap-source \S+,10,High,Atleast one trap source must be set,"Cisco IOS Network Management Command Reference, Release 15.0M, NSA Router Security Configuration Guide, and Cisco Guide to Harden Cisco IOS Devices",,<code><cmd>hostname(config)#snmp-server trap-source {trap-source}</cmd></code>
1.2.2.5 - Forbid IP HTTP Server,Disable HTTP server.,1.2.2 - Global Service Rules,,Disable http server,no,yes,81,version 1[125]\.*,IOSGlobal,,Forbidden,^ip http server,10,High,"The HTTP server allows remote management of routers. Unfortunately, it uses simple HTTP authentication which sends passwords in the clear. This could allow unauthorized access to, and [mis]management of the router. The http server should be disabled.","NSA Router Security Configuration Guide, Cisco IOS Network Management Command Reference, Release 15.0M, Cisco Guide to Harden Cisco IOS Devices, and Cisco AutoSecure",,<code><cmd>hostname(config)#no ip http server</cmd></code>
1.2.2.13 - Forbid TFTP Server,Disable trivial file transfer protocol (TFTP) server service.,1.2.2 - Global Service Rules,,Disable tftp-server service,no,yes,89,version 1[125]\.*,IOSGlobal,,Forbidden,^tftp-server,10,High,"Trivial file transfer protocol (TFTP) is not a secure service. It allows anyone who can connect to the device to transfer files, such as access control lists, router configurations and system images.","NSA Router Security Configuration Guide, Cisco IOS Network Management Command Reference, Release 15.0M, Cisco Guide to Harden Cisco IOS Devices, and Cisco AutoSecure",,<code><cmd>hostname(config)#no tftp-server</cmd></code>
1.2.2.14 - Forbid PAD Service,Disable X.25 Packet Assembler/Disassembler (PAD) service.,1.2.2 - Global Service Rules,,Disable the PAD service.,no,yes,90,version 1[125]\.*,IOSGlobal,,Required,no service pad,10,High,"If the PAD service is not necessary, disable the service.","NSA Router Security Configuration Guide, Cisco IOS Network Management Command Reference, Release 15.0M, Cisco Guide to Harden Cisco IOS Devices, and Cisco AutoSecure",,<code><cmd>hostname(config)#no service pad</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 192.168.1.0 0.0.0.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 127.0.0.0 0.255.255.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 10.0.0.0 0.255.255.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 0.0.0.0 0.255.255.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 172.16.0.0 0.15.255.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 192.168.0.0 0.0.255.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
2.3.1.1 - Forbid Private Source Addresses from External Networks,Verify the device is configured to restrict access for traffic from external networks that have source address that should only appear from internal networks.,2.3.1 - Border Router Filtering,"INGRESS_ACL_NUMBER,EXTERNAL_INTERFACE,INTERNAL_NETBLOCK_WITH_MASK",Configure ACL for private source address restrictions from external networks,yes,No,137,version 1[0125]\.*,IOSGlobal,.*,Required,access-list [1][0-9][0-9] deny ip 192.0.2.0 0.0.0.255 any log,7,High,"Configuring access controls can help prevent spoofing attacks. To reduce the effectiveness of IP spoofing, configure access control to deny any traffic from the external network that has a source address that should reside on the internal network. Include local host address or any reserved private addresses (RFC 1918).","NSA Router Security Configuration Guide, Cisco IOS Security Command Reference, Release 15.0, RFC 3704 - Ingress Filtering for Multi-homed Networks",,<code><cmd>hostname(config)#access-list {access-list} deny ip {internal_networks} any log hostname(config)#access-list {access-list} deny ip 127.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 10.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 0.0.0.0 0.255.255.255 any log hostname(config)#access-list {access-list} deny ip 172.16.0.0 0.15.255.255 any log hostname(config)#access-list {access-list} deny ip 192.168.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 192.0.2.0 0.0.0.255 any log hostname(config)#access-list {access-list} deny ip 169.254.0.0 0.0.255.255 any log hostname(config)#access-list {access-list} deny ip 224.0.0.0 31.255.255.255 any log hostname(config)#access-list {access-list} deny ip host 255.255.255.255 any log hostname(config)#access-group {access-list} in interface {interface}</cmd></code>
